Student_ID,Gender,Age,Field_of_Study,Study_Hours_per_Day,Mode_of_Learning,Internet_Access,Satisfied_with_Learning_Environment,Participates_in_Extracurriculars,Feels_Stressed,Would_Recommend_Institute,Total Marks Scored
S02709,Other,24,Law,7,Hybrid,Yes,Very Dissatisfied,No,Yes,Yes,68
S02710,Other,25,Medicine,9,Online,Yes,Satisfied,Yes,Yes,No,96
S02711,Male,21,Science,8,Online,Yes,Satisfied,No,Yes,Yes,78
S02712,Male,25,Medicine,10,Online,Yes,,Yes,Yes,No,70
S02713,Male,21,Law,10,Offline,Yes,Very Satisfied,Yes,Yes,Yes,95
S02714,Female,22,,7,Offline,Yes,Satisfied,No,No,Yes,86
S02715,Other,19,Arts,6,Online,Yes,Very Satisfied,Yes,Yes,Yes,82
S02716,Female,25,Arts,5,Offline,,Very Satisfied,No,No,No,89
S02717,Other,,Commerce,,Hybrid,Yes,Very Satisfied,Yes,Yes,Yes,62
S02718,Other,20,,5,Offline,Yes,Neutral,Yes,Yes,No,83
S02719,Other,19,Engineering,1,Hybrid,Yes,Neutral,No,No,No,77
S02720,Other,18,Arts,12,Online,Yes,Very Satisfied,Yes,No,No,59
S02721,Other,23,Commerce,8,Offline,Yes,Very Dissatisfied,Yes,Yes,Yes,62
S02722,Other,21,Medicine,,Online,Yes,Satisfied,No,Yes,No,84
S02723,Other,18,Science,2,Hybrid,Yes,Dissatisfied,No,No,No,91
S02724,Female,22,Law,,Online,Yes,Neutral,,No,No,55
S02725,Male,21,Commerce,1,Hybrid,Yes,Neutral,No,No,No,89
S02726,Male,20,Engineering,11,Hybrid,Yes,Dissatisfied,Yes,No,Yes,81
S02727,Female,21,Arts,2,Online,Yes,,No,No,Yes,99
S02728,Female,23,Engineering,5,Hybrid,Yes,Dissatisfied,No,No,,94
S02729,,25,Law,3,Online,,Very Satisfied,No,No,No,47
S02730,Female,24,Law,7,Online,Yes,Neutral,Yes,No,No,89
S02731,Other,25,Engineering,0,Online,Yes,Dissatisfied,No,No,No,60
S02732,Male,19,Commerce,12,Hybrid,Yes,Very Dissatisfied,Yes,No,No,40
S02733,Other,23,Commerce,5,Hybrid,Yes,Satisfied,No,Yes,No,94
S02734,,24,Arts,1,Offline,Yes,Satisfied,Yes,Yes,No,47
S02735,Male,23,Medicine,5,Online,Yes,Satisfied,Yes,No,No,68
S02736,Female,19,Arts,0,Online,Yes,Dissatisfied,Yes,Yes,Yes,71
S02737,Other,21,Science,1,Online,Yes,Very Satisfied,No,Yes,No,77
S02738,Female,22,Medicine,8,Online,Yes,Neutral,No,Yes,No,44
S02739,Other,19,Science,5,Online,Yes,Satisfied,No,No,,86
S02740,Male,19,Arts,7,Online,Yes,Dissatisfied,Yes,No,Yes,61
S02741,Female,24,Medicine,6,Online,Yes,,No,Yes,Yes,86
S02742,Female,20,Medicine,8,Offline,Yes,Very Satisfied,Yes,Yes,No,73
S02743,Male,25,Science,8,Offline,Yes,Very Dissatisfied,No,No,No,40
S02744,Male,21,Engineering,10,Online,,,No,Yes,Yes,94
S02745,Male,19,Commerce,3,Online,,Neutral,No,Yes,No,94
S02746,Female,22,Medicine,6,Offline,Yes,,No,No,No,65
S02747,Other,18,Medicine,4,Offline,Yes,Very Dissatisfied,No,No,Yes,82
S02748,Female,21,Science,,Online,Yes,Dissatisfied,Yes,No,Yes,49
S02749,Other,20,Medicine,3,Online,Yes,Dissatisfied,Yes,No,Yes,69
S02750,Female,23,Science,11,,Yes,Neutral,No,Yes,No,89
S02751,Female,19,Engineering,9,Offline,Yes,Neutral,Yes,Yes,No,57
S02752,Male,22,Medicine,10,Online,Yes,Dissatisfied,No,Yes,Yes,56
S02753,Other,21,Law,10,Offline,Yes,Very Dissatisfied,No,No,No,65
S02754,Female,22,Arts,0,Online,Yes,Very Satisfied,No,Yes,No,47
S02755,Female,22,Engineering,3,Hybrid,,Very Dissatisfied,No,No,No,86
S02756,Male,25,Law,12,Online,Yes,Very Dissatisfied,Yes,Yes,Yes,79
S02757,Male,24,Engineering,9,Online,Yes,Very Satisfied,Yes,No,Yes,88
S02758,Other,23,Commerce,2,Online,Yes,Neutral,Yes,No,Yes,51
S02759,Female,,Engineering,8,Offline,Yes,Dissatisfied,Yes,Yes,Yes,66
S02760,Other,25,Engineering,4,Online,Yes,Neutral,Yes,Yes,,47
S02761,Female,21,Commerce,3,Online,Yes,Neutral,No,Yes,Yes,64
S02762,Other,19,Medicine,7,Offline,No,Neutral,No,Yes,Yes,85
S02763,Male,20,Arts,4,Hybrid,Yes,Dissatisfied,Yes,No,No,43
S02764,Female,19,Law,2,Hybrid,Yes,Neutral,Yes,Yes,No,72
S02765,Other,18,Science,1,Offline,Yes,Neutral,No,Yes,Yes,40
S02766,Male,22,Arts,7,Online,No,Satisfied,No,No,Yes,58
S02767,Male,18,Engineering,11,Hybrid,Yes,Very Dissatisfied,No,No,Yes,70
S02768,Other,24,Science,1,Hybrid,Yes,Satisfied,Yes,No,No,55
S02769,Female,22,Commerce,7,Offline,Yes,Dissatisfied,No,No,Yes,53
S02770,,23,Arts,4,Hybrid,Yes,,Yes,Yes,Yes,92
S02771,Male,20,Medicine,7,Hybrid,Yes,Very Satisfied,No,Yes,Yes,87
S02772,Female,19,Law,4,Offline,Yes,Satisfied,No,Yes,No,44
S02773,Female,25,Arts,0,Hybrid,Yes,Satisfied,Yes,Yes,Yes,80
S02774,Female,24,Arts,11,Online,Yes,Satisfied,No,Yes,No,65
S02775,Male,23,Medicine,12,Offline,Yes,Very Dissatisfied,No,,No,67
S02776,Other,19,Science,10,Online,Yes,,No,Yes,,41
S02777,Female,20,Commerce,10,Online,Yes,Neutral,Yes,Yes,No,89
S02778,Male,21,Medicine,1,Offline,Yes,Satisfied,Yes,Yes,Yes,45
S02779,Male,24,Commerce,5,Hybrid,Yes,Very Dissatisfied,No,No,No,48
S02780,Other,18,Medicine,2,Offline,Yes,Very Satisfied,Yes,No,Yes,72
S02781,Female,18,,7,Hybrid,Yes,Very Satisfied,No,Yes,No,80
S02782,Female,25,Commerce,4,Online,,Very Satisfied,Yes,Yes,No,64
S02783,Other,19,Science,2,Hybrid,Yes,Satisfied,Yes,No,,87
S02784,Other,19,Science,11,Online,Yes,Very Satisfied,Yes,Yes,No,52
S02785,Male,19,Law,9,Online,Yes,Very Satisfied,No,No,Yes,48
S02786,Male,24,Commerce,6,Online,Yes,Very Satisfied,Yes,Yes,Yes,92
S02787,Other,20,Law,,Offline,No,Neutral,Yes,Yes,No,52
S02788,Female,21,Medicine,3,Hybrid,Yes,Very Satisfied,Yes,No,No,70
S02789,Male,18,Engineering,12,Hybrid,Yes,Very Dissatisfied,No,Yes,,80
S02790,Male,23,Science,12,Hybrid,Yes,Satisfied,No,Yes,No,50
S02791,Female,22,Arts,10,Online,Yes,Neutral,No,No,Yes,43
S02792,Male,24,Science,8,Offline,Yes,Neutral,No,No,Yes,73
S02793,Female,24,Engineering,5,Hybrid,Yes,Satisfied,Yes,No,No,100
S02794,Female,20,,0,,Yes,Very Satisfied,No,,No,77
S02795,Female,18,Commerce,4,Offline,Yes,Very Satisfied,No,No,Yes,85
S02796,Other,25,Commerce,4,Hybrid,Yes,Dissatisfied,No,Yes,No,43
S02797,Other,21,Science,6,Offline,Yes,Very Satisfied,No,Yes,Yes,77
S02798,,20,Arts,6,Offline,No,Very Dissatisfied,No,Yes,No,58
S02799,Female,23,Medicine,,Hybrid,Yes,Very Satisfied,No,Yes,No,45
S02800,,18,Arts,7,Offline,Yes,Satisfied,Yes,No,Yes,73
S02801,Other,20,Law,1,Offline,Yes,Very Satisfied,No,Yes,Yes,57
S02802,Male,18,Engineering,12,Hybrid,Yes,Satisfied,Yes,Yes,Yes,52
S02803,Female,18,,12,Online,Yes,Neutral,Yes,Yes,,80
S02804,Male,25,Science,6,Hybrid,Yes,Dissatisfied,No,Yes,Yes,62
S02805,Male,24,Arts,9,Hybrid,Yes,Neutral,Yes,Yes,No,58
S02806,Female,21,Commerce,6,Online,Yes,Satisfied,Yes,Yes,Yes,84
S02807,Female,24,Science,3,Offline,Yes,Dissatisfied,Yes,No,No,50
S02808,Male,22,Commerce,11,Hybrid,Yes,Neutral,Yes,No,Yes,40
S02809,Male,21,Science,9,Online,Yes,,,No,Yes,63
S02810,Other,18,Commerce,1,Online,Yes,Very Satisfied,Yes,No,Yes,93
S02811,Other,20,Medicine,3,Hybrid,Yes,Dissatisfied,No,No,No,46
S02812,Female,23,Law,3,Hybrid,Yes,Neutral,No,Yes,Yes,64
S02813,Other,25,Engineering,11,Online,Yes,Very Dissatisfied,Yes,No,No,60
S02814,Other,21,Commerce,11,Hybrid,No,Very Dissatisfied,Yes,Yes,No,54
S02815,Other,22,Engineering,5,Online,Yes,Very Dissatisfied,Yes,Yes,Yes,40
S02816,Other,18,Commerce,6,Hybrid,,Neutral,Yes,No,,51
S02817,Male,,Arts,2,Online,Yes,,No,Yes,Yes,97
S02818,Female,21,Law,9,Hybrid,Yes,Neutral,Yes,Yes,No,46
S02819,Other,24,Medicine,0,Hybrid,Yes,Satisfied,Yes,Yes,No,54
S02820,Male,24,Law,2,Hybrid,Yes,Very Dissatisfied,No,Yes,Yes,60
S02821,Male,21,Engineering,8,Offline,No,Very Dissatisfied,No,No,No,58
S02822,Male,21,Arts,,Hybrid,Yes,Very Dissatisfied,No,Yes,Yes,99
S02823,Other,21,Science,12,,Yes,Satisfied,No,No,No,68
S02824,Other,23,Law,,Online,Yes,Satisfied,Yes,Yes,Yes,64
S02825,Female,24,Medicine,1,Offline,Yes,Neutral,Yes,Yes,No,72
S02826,Other,20,Arts,5,Offline,Yes,Very Dissatisfied,No,Yes,No,88
S02827,Other,22,Arts,2,Offline,Yes,Very Dissatisfied,Yes,No,Yes,71
S02828,Male,22,Engineering,6,Hybrid,Yes,Very Satisfied,No,No,No,88
S02829,Female,25,Medicine,1,Hybrid,Yes,Very Satisfied,Yes,Yes,No,74
S02830,Other,18,Arts,3,Online,Yes,Very Satisfied,No,No,Yes,83
S02831,Other,19,Arts,9,,Yes,Satisfied,No,No,No,77
S02832,Male,20,Science,8,Hybrid,,Neutral,No,Yes,No,65
S02833,Male,24,Engineering,,Online,Yes,Dissatisfied,Yes,Yes,No,50
S02834,Other,18,Engineering,3,Hybrid,Yes,Very Dissatisfied,Yes,No,Yes,74
S02835,Female,25,Medicine,1,Offline,Yes,Very Satisfied,Yes,Yes,No,47
S02836,Female,18,Arts,9,Hybrid,Yes,Very Dissatisfied,Yes,Yes,Yes,85
S02837,Male,21,Science,8,Hybrid,Yes,Very Dissatisfied,Yes,Yes,No,53
S02838,Male,19,Commerce,3,Hybrid,Yes,Very Dissatisfied,No,Yes,Yes,49
S02839,Other,24,,8,Online,Yes,Neutral,No,Yes,Yes,41
S02840,Male,19,Engineering,1,Hybrid,Yes,Very Dissatisfied,No,No,No,85
S02841,Other,20,Science,6,Hybrid,Yes,Neutral,No,No,No,48
S02842,Female,19,Medicine,10,Hybrid,Yes,Dissatisfied,No,No,No,42
S02843,Female,18,Science,10,Offline,Yes,Dissatisfied,No,No,No,60
S02844,Other,19,Arts,4,Hybrid,Yes,Satisfied,No,Yes,Yes,65
S02845,Male,19,Law,7,Hybrid,Yes,Very Dissatisfied,No,Yes,Yes,47
S02846,Female,22,Engineering,10,Hybrid,Yes,Very Satisfied,Yes,No,Yes,87
S02847,Male,24,Commerce,7,Online,Yes,Satisfied,Yes,Yes,Yes,41
S02848,Female,24,Arts,3,Offline,Yes,Satisfied,Yes,No,,45
S02849,Other,18,Engineering,12,Offline,Yes,Dissatisfied,Yes,Yes,No,67
S02850,Other,23,Medicine,3,Hybrid,Yes,Very Satisfied,Yes,Yes,No,92
S02851,Other,19,Engineering,7,Hybrid,Yes,,No,Yes,No,68
S02852,Female,19,,2,Online,Yes,,No,No,No,65
S02853,Male,21,,6,Hybrid,Yes,Dissatisfied,No,No,Yes,64
S02854,Male,24,Commerce,7,Online,Yes,Neutral,No,No,No,51
S02855,Male,19,Law,7,Hybrid,Yes,Dissatisfied,Yes,No,No,44
S02856,Female,24,Science,10,Online,Yes,Very Satisfied,Yes,Yes,No,73
S02857,Female,19,Commerce,9,Offline,Yes,Neutral,Yes,Yes,Yes,87
S02858,Female,22,Commerce,3,Hybrid,Yes,Very Satisfied,Yes,Yes,Yes,76
S02859,Female,18,Arts,8,Online,Yes,Very Dissatisfied,No,Yes,No,54
S02860,Female,24,Commerce,9,Online,Yes,Neutral,No,No,,83
S02861,Male,20,Engineering,3,Hybrid,Yes,Very Satisfied,No,No,No,75
S02862,,18,Law,7,Online,Yes,Very Dissatisfied,No,Yes,Yes,54
S02863,Female,21,Medicine,5,,Yes,Very Satisfied,No,No,No,82
S02864,Male,18,Medicine,4,,Yes,Neutral,No,No,Yes,87
S02865,Female,19,Law,,Online,Yes,Very Dissatisfied,Yes,No,Yes,62
S02866,Male,21,Arts,4,Online,Yes,Very Satisfied,No,Yes,No,45
S02867,Male,18,Commerce,12,Online,Yes,Satisfied,Yes,No,Yes,85
S02868,Other,25,Science,10,Offline,,Neutral,No,,Yes,89
S02869,Other,21,Engineering,0,Hybrid,Yes,Neutral,Yes,No,No,83
S02870,Other,25,Arts,6,Hybrid,Yes,Neutral,Yes,Yes,No,98
S02871,Other,20,Commerce,7,Offline,Yes,Very Dissatisfied,Yes,Yes,Yes,82
S02872,Female,18,Medicine,11,Offline,Yes,Neutral,Yes,Yes,No,84
S02873,Other,24,Science,8,Online,Yes,Very Satisfied,No,Yes,Yes,60
S02874,Male,24,Commerce,12,Hybrid,Yes,Satisfied,Yes,Yes,Yes,62
S02875,Female,23,Arts,2,Offline,Yes,Very Satisfied,No,Yes,No,82
S02876,Other,19,Science,8,Offline,Yes,Very Satisfied,No,Yes,No,94
S02877,Male,25,Science,9,Hybrid,Yes,Neutral,Yes,Yes,Yes,55
S02878,Female,,Science,4,Hybrid,No,Satisfied,Yes,No,No,86
S02879,Female,23,Science,9,Hybrid,,Satisfied,No,Yes,,92
S02880,Other,23,Commerce,5,Online,Yes,Satisfied,No,Yes,No,99
S02881,Female,22,Science,0,Offline,Yes,Satisfied,No,Yes,No,54
S02882,Male,25,Commerce,8,Online,Yes,Dissatisfied,Yes,Yes,No,64
S02883,Female,21,Science,8,Hybrid,Yes,Satisfied,No,No,No,75
S02884,Male,23,Science,5,Hybrid,Yes,Neutral,Yes,Yes,Yes,50
S02885,Female,22,Arts,,Offline,,Satisfied,Yes,,Yes,90
S02886,Other,23,Commerce,3,Online,Yes,Very Satisfied,,Yes,No,54
S02887,Male,19,Medicine,4,Online,No,Dissatisfied,Yes,Yes,No,43
S02888,Female,20,Commerce,,Online,Yes,Very Satisfied,Yes,,Yes,60
S02889,,25,Law,6,Hybrid,No,Neutral,Yes,No,Yes,52
S02890,Female,22,Medicine,6,Offline,Yes,Neutral,No,Yes,,61
S02891,Male,20,Arts,,Online,Yes,Satisfied,No,No,No,58
S02892,Male,21,,4,Hybrid,Yes,,No,No,No,73
S02893,Male,19,Arts,3,Hybrid,Yes,Dissatisfied,Yes,Yes,No,53
S02894,Other,22,Medicine,7,Online,Yes,Very Satisfied,No,,No,100
S02895,Other,,,0,Offline,Yes,Neutral,Yes,No,Yes,43
S02896,Male,23,Arts,0,Offline,Yes,Neutral,No,Yes,Yes,87
S02897,Female,24,Engineering,5,Online,Yes,Dissatisfied,No,No,Yes,92
S02898,Other,18,Commerce,1,Hybrid,Yes,Very Dissatisfied,No,Yes,No,91
S02899,Male,21,Arts,11,Hybrid,Yes,Very Dissatisfied,No,Yes,No,85
S02900,Female,20,Engineering,2,Online,Yes,Dissatisfied,Yes,Yes,Yes,66
S02901,Other,19,Engineering,3,Hybrid,Yes,Neutral,No,No,Yes,68
S02902,Female,,Science,1,Hybrid,,Dissatisfied,Yes,No,Yes,86
S02903,Female,21,Science,9,Online,Yes,Dissatisfied,Yes,Yes,No,67
S02904,Female,23,Medicine,6,Hybrid,Yes,Very Dissatisfied,Yes,Yes,Yes,74
S02905,Female,18,Commerce,9,Online,Yes,Satisfied,Yes,Yes,Yes,47
S02906,Other,25,Science,0,Online,Yes,Neutral,No,Yes,Yes,55
S02907,Other,20,Medicine,2,Online,Yes,Very Satisfied,No,No,No,81
S02908,Other,21,Commerce,1,Hybrid,Yes,Dissatisfied,Yes,No,Yes,75
S02909,Male,21,Medicine,12,Online,Yes,Very Dissatisfied,No,Yes,No,69
S02910,Other,24,Engineering,8,Hybrid,Yes,Satisfied,No,Yes,Yes,57
S02911,Female,19,Engineering,7,Online,Yes,Neutral,Yes,Yes,Yes,41
S02912,Other,20,Commerce,2,Offline,Yes,,Yes,Yes,Yes,88
S02913,Female,18,Medicine,4,Hybrid,Yes,Very Dissatisfied,No,No,,52
S02914,Male,19,Medicine,2,Hybrid,Yes,Dissatisfied,No,Yes,No,43
S02915,Female,21,Science,10,Hybrid,Yes,Very Satisfied,No,Yes,Yes,65
S02916,Female,19,Science,12,Offline,Yes,Neutral,No,Yes,No,64
S02917,Female,19,Commerce,11,Online,Yes,Neutral,Yes,No,No,69
S02918,Male,22,Law,10,Offline,Yes,Neutral,No,Yes,Yes,50
S02919,Other,19,Science,11,Online,Yes,Neutral,No,Yes,No,46
S02920,Other,23,Arts,10,Online,Yes,Very Dissatisfied,Yes,No,No,70
S02921,Male,19,Science,5,Online,Yes,Very Satisfied,No,Yes,No,83
S02922,Female,25,Law,4,Online,Yes,Dissatisfied,Yes,No,Yes,49
S02923,Other,23,Medicine,10,Online,,Very Dissatisfied,Yes,No,No,78
S02924,Male,20,Engineering,1,,Yes,Satisfied,No,Yes,No,52
S02925,Other,19,Engineering,9,Hybrid,Yes,Neutral,No,Yes,,70
S02926,Male,18,Medicine,7,Offline,No,Neutral,Yes,Yes,Yes,46
S02927,Female,23,Engineering,5,Hybrid,Yes,Dissatisfied,No,No,Yes,95
S02928,Other,23,Science,2,Hybrid,Yes,Neutral,No,No,Yes,88
S02929,Male,21,Engineering,12,Hybrid,Yes,,No,No,No,81
S02930,Other,20,Law,12,Offline,Yes,Dissatisfied,,,No,100
S02931,,19,Law,0,Online,Yes,Very Satisfied,Yes,Yes,Yes,81
S02932,Other,24,Science,4,Online,Yes,Very Dissatisfied,Yes,Yes,No,95
S02933,Other,,Medicine,,Hybrid,Yes,Very Satisfied,No,No,Yes,75
S02934,Male,21,Arts,10,Online,Yes,Dissatisfied,No,No,Yes,59
S02935,Female,20,Science,1,Online,Yes,Neutral,Yes,,Yes,43
S02936,Male,25,,12,Offline,Yes,Neutral,No,Yes,Yes,93
S02937,Male,23,Science,1,Online,,Very Satisfied,No,No,No,46
S02938,Male,18,Law,8,Online,Yes,Satisfied,No,Yes,Yes,93
S02939,Female,25,Science,10,Offline,Yes,Very Dissatisfied,Yes,Yes,No,40
S02940,,19,Science,12,Online,Yes,Neutral,No,Yes,No,83
S02941,Other,,Arts,9,Hybrid,Yes,Dissatisfied,Yes,Yes,Yes,95
S02942,Other,22,Law,6,Offline,Yes,Very Satisfied,Yes,Yes,No,84
S02943,Female,22,Commerce,5,Online,Yes,Very Dissatisfied,No,Yes,No,81
S02944,Other,20,Commerce,12,Online,Yes,Satisfied,Yes,Yes,,86
S02945,Female,24,Law,0,Offline,Yes,,Yes,Yes,No,98
S02946,,18,Commerce,9,Hybrid,,Very Satisfied,No,,No,52
S02947,Other,21,Engineering,1,Offline,Yes,Neutral,Yes,Yes,Yes,94
S02948,Male,18,Commerce,10,Hybrid,Yes,Very Satisfied,Yes,Yes,No,61
S02949,Female,24,Engineering,6,Offline,Yes,Satisfied,No,Yes,Yes,93
S02950,Male,25,Law,2,Online,Yes,Dissatisfied,Yes,Yes,No,60
S02951,Male,23,Commerce,1,Offline,Yes,Dissatisfied,No,No,No,61
S02952,Male,,Commerce,,Offline,Yes,Very Dissatisfied,Yes,Yes,Yes,67
S02953,Female,20,Medicine,7,,Yes,Neutral,No,Yes,No,48
S02954,Female,19,Engineering,7,Offline,Yes,Neutral,No,Yes,Yes,65
S02955,Other,18,Engineering,10,Hybrid,Yes,,Yes,,No,48
S02956,Male,22,Science,1,Offline,Yes,Dissatisfied,Yes,Yes,Yes,54
S02957,Other,21,Arts,5,Online,Yes,Very Dissatisfied,No,Yes,No,49
S02958,Male,20,Commerce,11,Offline,Yes,Dissatisfied,No,No,Yes,63
S02959,Female,19,Medicine,4,Online,Yes,Very Satisfied,No,Yes,,97
S02960,Female,18,Arts,6,Hybrid,No,Neutral,No,No,Yes,96
S02961,Female,21,Medicine,3,Hybrid,,Very Satisfied,Yes,No,Yes,100
S02962,Male,19,Arts,11,Hybrid,Yes,Satisfied,Yes,No,Yes,81
S02963,Female,23,Commerce,12,Hybrid,Yes,Very Satisfied,Yes,,Yes,47
S02964,Male,22,Medicine,1,,Yes,Very Satisfied,Yes,,No,63
S02965,Other,23,Engineering,9,Offline,Yes,Very Satisfied,No,No,No,55
S02966,Male,22,Science,2,Offline,Yes,Dissatisfied,Yes,Yes,Yes,88
S02967,Other,21,Medicine,8,Online,,Very Satisfied,No,Yes,Yes,65
S02968,Male,25,Law,9,Offline,Yes,Neutral,Yes,Yes,No,66
S02969,Other,23,Commerce,7,Online,Yes,Very Dissatisfied,Yes,Yes,No,76
S02970,Female,22,Commerce,12,,,Satisfied,Yes,Yes,No,43
S02971,Other,20,Law,8,Offline,Yes,Neutral,No,Yes,Yes,89
S02972,Female,21,Arts,4,Online,Yes,Very Dissatisfied,Yes,Yes,Yes,63
S02973,Female,22,Science,12,Hybrid,Yes,Neutral,Yes,Yes,Yes,58
S02974,Other,18,Arts,4,Offline,Yes,Very Satisfied,Yes,No,No,75
S02975,Male,22,Law,6,Offline,Yes,Satisfied,Yes,Yes,Yes,99
S02976,Male,23,Law,6,Online,Yes,Neutral,No,Yes,Yes,78
S02977,Male,20,Science,0,Offline,Yes,Satisfied,,No,Yes,49
S02978,Male,19,,11,Offline,Yes,Dissatisfied,Yes,No,,64
S02979,Male,25,Law,4,,Yes,Dissatisfied,No,Yes,No,57
S02980,Female,19,Medicine,7,Offline,Yes,,No,No,No,58
S02981,Male,22,Science,6,Offline,Yes,Very Satisfied,No,,Yes,75
S02982,Female,19,Commerce,10,Offline,No,Dissatisfied,Yes,Yes,No,49
S02983,,22,Arts,1,Online,Yes,Neutral,Yes,No,No,72
S02984,Female,20,Commerce,7,Offline,Yes,Very Dissatisfied,No,Yes,Yes,94
S02985,Other,19,Commerce,1,Offline,Yes,Very Dissatisfied,No,No,No,89
S02986,Other,23,Medicine,9,Offline,Yes,Dissatisfied,Yes,Yes,Yes,44
S02987,Female,23,Arts,0,Hybrid,Yes,Very Dissatisfied,Yes,No,Yes,86
S02988,Other,18,Commerce,10,Offline,Yes,Neutral,No,Yes,Yes,88
S02989,Male,22,Science,10,Online,Yes,Very Dissatisfied,No,Yes,Yes,74
S02990,Male,19,Arts,10,,Yes,Very Dissatisfied,No,No,No,83
S02991,Female,23,Engineering,2,Online,Yes,Dissatisfied,Yes,No,,73
S02992,Male,24,Medicine,2,Offline,Yes,Satisfied,Yes,No,,72
S02993,Female,20,Commerce,5,Offline,Yes,Satisfied,No,Yes,No,94
S02994,Female,25,Law,11,Offline,Yes,Neutral,No,Yes,No,60
S02995,Male,20,Arts,2,Hybrid,Yes,Satisfied,No,No,Yes,56
S02996,Other,24,Engineering,6,,Yes,Very Satisfied,Yes,Yes,Yes,61
S02997,Male,24,Law,7,Online,Yes,Dissatisfied,Yes,Yes,,87
S02998,Male,18,Engineering,2,Hybrid,Yes,Satisfied,No,Yes,No,76
S02999,Female,20,Commerce,8,Online,Yes,,Yes,No,Yes,54
S03000,Female,20,Law,0,Online,Yes,Satisfied,Yes,Yes,Yes,74
S03001,Female,19,Commerce,2,Online,Yes,Dissatisfied,Yes,No,Yes,67
S03002,Female,,Law,11,Online,Yes,Very Dissatisfied,Yes,Yes,No,46
S03003,Other,21,Arts,2,Online,Yes,Very Dissatisfied,No,,Yes,71
S03004,Other,25,,6,Offline,Yes,Dissatisfied,Yes,No,No,50
S03005,Other,20,Science,10,Online,Yes,Neutral,No,Yes,Yes,49
S03006,Female,25,Engineering,,Online,Yes,Neutral,No,Yes,Yes,48
S03007,Female,25,Medicine,4,Offline,Yes,Dissatisfied,No,Yes,No,53
S03008,Female,25,Law,3,Hybrid,Yes,Dissatisfied,Yes,Yes,No,52
S03009,Other,20,Commerce,1,Offline,Yes,Dissatisfied,Yes,No,Yes,100
S03010,Female,21,Medicine,6,Hybrid,Yes,Very Dissatisfied,No,Yes,No,96
S03011,Male,20,Arts,2,Online,Yes,Very Dissatisfied,No,Yes,No,64
S03012,Male,19,Arts,6,Offline,Yes,Dissatisfied,No,Yes,Yes,41
S03013,Female,19,Arts,9,Hybrid,Yes,Very Dissatisfied,No,No,No,74
S03014,Male,21,Science,11,Hybrid,Yes,Very Satisfied,Yes,No,No,46
S03015,Male,23,Commerce,6,Offline,Yes,Dissatisfied,Yes,No,,60
S03016,Other,20,Arts,10,Offline,Yes,Very Dissatisfied,Yes,Yes,Yes,57
S03017,Female,23,Arts,1,Offline,Yes,Neutral,Yes,Yes,Yes,42
S03018,Female,25,,6,Offline,Yes,Dissatisfied,No,Yes,Yes,81
S03019,Other,20,Law,5,Offline,Yes,Dissatisfied,Yes,Yes,Yes,93
S03020,Male,22,Law,9,Online,Yes,Dissatisfied,No,Yes,Yes,100
S03021,Male,20,Law,3,Online,No,Satisfied,Yes,No,Yes,78
S03022,Female,19,Medicine,10,Offline,Yes,Dissatisfied,Yes,No,Yes,80
S03023,Male,18,Engineering,4,Offline,Yes,Neutral,No,No,Yes,88
S03024,Other,24,Science,11,Online,Yes,Very Dissatisfied,No,Yes,Yes,50
S03025,Other,18,Medicine,7,Hybrid,Yes,Dissatisfied,No,Yes,Yes,78
S03026,Female,18,Engineering,4,Online,Yes,Very Satisfied,,,No,63
S03027,Other,18,Arts,2,Offline,Yes,Very Dissatisfied,No,No,No,99
S03028,Other,24,Commerce,1,Hybrid,Yes,Neutral,No,No,Yes,85
S03029,,23,Medicine,5,,Yes,Satisfied,Yes,No,No,58
S03030,Other,24,Medicine,5,,Yes,Neutral,No,No,,43
S03031,Other,23,Arts,6,Offline,Yes,Satisfied,No,No,No,65
S03032,Other,24,Arts,7,Online,Yes,Very Dissatisfied,Yes,Yes,Yes,77
S03033,Male,24,Commerce,3,Offline,Yes,,No,Yes,Yes,81
S03034,Female,20,,11,Online,Yes,Very Dissatisfied,No,No,No,71
S03035,Female,23,Medicine,7,Hybrid,,Neutral,No,No,No,78
S03036,Female,20,Engineering,11,Online,Yes,Neutral,No,No,No,84
S03037,,22,Science,0,Hybrid,Yes,Satisfied,Yes,Yes,,85
S03038,Male,20,Arts,5,Offline,Yes,Very Satisfied,No,Yes,Yes,75
S03039,Female,18,Arts,5,Online,Yes,Neutral,No,Yes,No,79
S03040,Male,21,Science,2,Hybrid,Yes,Satisfied,Yes,Yes,Yes,76
S03041,Female,21,Engineering,8,Hybrid,Yes,Dissatisfied,Yes,No,No,72
S03042,Male,19,Arts,11,Hybrid,Yes,Very Dissatisfied,Yes,Yes,Yes,75
S03043,Other,19,Science,11,Hybrid,Yes,Dissatisfied,No,No,No,42
S03044,Other,25,Arts,4,Offline,Yes,Dissatisfied,Yes,Yes,Yes,48
S03045,Female,20,Law,0,Offline,Yes,Dissatisfied,No,Yes,Yes,47
S03046,Male,,Law,6,Offline,Yes,Satisfied,Yes,Yes,Yes,72
S03047,Male,24,Arts,9,Hybrid,No,Neutral,No,Yes,No,98
S03048,Other,21,Arts,2,Offline,Yes,Dissatisfied,No,No,No,45
S03049,Other,18,Law,9,,Yes,Satisfied,Yes,Yes,No,80
S03050,Male,23,Arts,9,,Yes,Neutral,Yes,Yes,No,78
