Student_ID,Gender,Age,Field_of_Study,Study_Hours_per_Day,Mode_of_Learning,Internet_Access,Satisfied_with_Learning_Environment,Participates_in_Extracurriculars,Feels_Stressed,Would_Recommend_Institute
S03277,Male,21.0,Science,1.0,Online,Yes,Satisfied,No,Yes,No
S03278,Female,24.0,Law,5.0,Offline,Yes,Dissatisfied,Yes,No,No
S03279,Other,22.0,Arts,1.0,Online,Yes,Very Satisfied,Yes,Yes,Yes
S03280,Other,19.0,Law,11.0,Offline,Yes,Very Satisfied,,No,Yes
S03281,Other,21.0,Science,,Online,Yes,Neutral,No,Yes,No
S03282,Other,19.0,Engineering,10.0,Offline,Yes,Satisfied,Yes,No,Yes
S03283,Other,21.0,Law,3.0,Offline,Yes,Very Satisfied,No,Yes,Yes
S03284,Female,21.0,Science,3.0,Hybrid,Yes,Very Dissatisfied,Yes,No,Yes
S03285,Female,25.0,Arts,9.0,Offline,Yes,Dissatisfied,No,Yes,No
S03286,Female,22.0,Engineering,8.0,Offline,Yes,Very Satisfied,No,No,Yes
S03287,Female,22.0,Law,9.0,Offline,Yes,Satisfied,Yes,Yes,Yes
S03288,Male,22.0,Science,6.0,Offline,,Satisfied,Yes,Yes,Yes
S03289,Female,21.0,Engineering,6.0,Offline,Yes,Satisfied,No,Yes,No
S03290,Other,21.0,Engineering,11.0,Hybrid,Yes,Neutral,No,No,Yes
S03291,Other,19.0,Commerce,10.0,Offline,,,No,No,No
S03292,Female,20.0,Engineering,0.0,Offline,Yes,Very Dissatisfied,Yes,No,Yes
S03293,Other,22.0,Science,10.0,Offline,Yes,Satisfied,Yes,Yes,No
S03294,Female,25.0,Arts,4.0,Online,Yes,Dissatisfied,No,Yes,Yes
S03295,Other,23.0,Medicine,2.0,Online,Yes,Satisfied,No,Yes,Yes
S03296,Male,19.0,Commerce,2.0,Hybrid,Yes,Satisfied,Yes,Yes,No
S03297,Male,19.0,Science,5.0,Offline,Yes,Very Dissatisfied,No,No,No
S03298,,18.0,Science,,Offline,Yes,Dissatisfied,Yes,Yes,Yes
S03299,Female,22.0,Science,7.0,Online,,Satisfied,No,Yes,Yes
S03300,Female,24.0,,3.0,Offline,Yes,Neutral,Yes,No,Yes
S03301,Other,19.0,Law,7.0,Hybrid,Yes,Satisfied,No,No,Yes
S03302,,18.0,Arts,11.0,Offline,Yes,Dissatisfied,Yes,No,No
S03303,Male,23.0,Science,11.0,Hybrid,Yes,Very Satisfied,Yes,,Yes
S03304,,25.0,Law,3.0,Online,Yes,Satisfied,,Yes,Yes
S03305,Female,23.0,,2.0,Hybrid,Yes,Neutral,No,No,No
S03306,Other,24.0,Law,4.0,Hybrid,Yes,Neutral,No,Yes,No
S03307,Other,22.0,Arts,11.0,Hybrid,Yes,Satisfied,Yes,Yes,Yes
S03308,Female,21.0,Arts,12.0,Hybrid,Yes,Dissatisfied,No,Yes,No
S03309,Other,18.0,Science,4.0,Hybrid,Yes,Satisfied,Yes,Yes,No
S03310,Male,21.0,Commerce,9.0,Hybrid,Yes,Neutral,Yes,Yes,Yes
S03311,Male,23.0,Science,9.0,Hybrid,Yes,Satisfied,Yes,Yes,No
S03312,Other,23.0,Law,0.0,Hybrid,Yes,Neutral,Yes,No,No
S03313,Female,20.0,Medicine,7.0,Hybrid,Yes,Very Satisfied,Yes,No,No
S03314,Other,,Law,7.0,Online,,Satisfied,Yes,No,No
S03315,Male,25.0,Engineering,7.0,Hybrid,Yes,Very Dissatisfied,Yes,No,Yes
S03316,,24.0,Medicine,9.0,Hybrid,,Satisfied,,No,No
S03317,Other,20.0,Medicine,3.0,Offline,Yes,Neutral,No,Yes,No
S03318,Male,20.0,Science,12.0,Offline,Yes,Dissatisfied,No,Yes,No
S03319,Other,24.0,Law,8.0,Offline,Yes,Neutral,No,Yes,No
S03320,Other,19.0,Law,9.0,Hybrid,Yes,Very Satisfied,No,No,Yes
S03321,Female,20.0,Commerce,2.0,Online,Yes,Dissatisfied,No,No,Yes
S03322,Female,19.0,Engineering,6.0,Online,Yes,Very Dissatisfied,Yes,Yes,No
S03323,Male,19.0,Science,5.0,Offline,Yes,Very Dissatisfied,No,Yes,No
S03324,Male,22.0,Arts,8.0,Offline,Yes,Very Satisfied,No,Yes,
S03325,Male,19.0,Science,11.0,Hybrid,Yes,Very Satisfied,Yes,Yes,No
S03326,Female,19.0,Medicine,12.0,,Yes,Very Satisfied,Yes,No,Yes
S03327,Male,20.0,Science,3.0,Online,,Very Satisfied,No,Yes,Yes
S03328,Male,19.0,Commerce,3.0,,No,Satisfied,No,No,No
S03329,Male,21.0,Science,5.0,Online,No,Neutral,No,No,No
S03330,Female,24.0,Commerce,7.0,Offline,Yes,Satisfied,No,Yes,No
S03331,Other,20.0,Medicine,2.0,Offline,Yes,Dissatisfied,Yes,No,Yes
S03332,Male,24.0,Commerce,10.0,Hybrid,Yes,Very Dissatisfied,No,No,Yes
S03333,Other,18.0,Law,7.0,Offline,Yes,Very Dissatisfied,No,No,No
S03334,Male,20.0,Arts,7.0,Hybrid,Yes,Dissatisfied,Yes,No,No
S03335,Other,19.0,Medicine,6.0,Online,Yes,Very Dissatisfied,No,Yes,Yes
S03336,Female,21.0,Commerce,6.0,Online,Yes,Very Satisfied,Yes,No,
S03337,Female,24.0,Engineering,4.0,Offline,,Very Satisfied,Yes,Yes,Yes
S03338,Male,20.0,Medicine,1.0,Offline,Yes,Very Satisfied,Yes,No,No
S03339,Other,21.0,Engineering,11.0,,Yes,Dissatisfied,Yes,Yes,Yes
S03340,Female,24.0,Arts,1.0,Hybrid,Yes,Neutral,Yes,No,Yes
S03341,Male,18.0,Commerce,12.0,Online,Yes,Dissatisfied,No,Yes,No
S03342,Male,23.0,Medicine,11.0,Online,Yes,Neutral,No,Yes,No
S03343,Female,25.0,Medicine,9.0,Offline,Yes,Very Dissatisfied,Yes,No,No
S03344,Female,25.0,Arts,11.0,Offline,Yes,Very Dissatisfied,No,No,Yes
S03345,Male,18.0,Law,,Hybrid,Yes,Very Dissatisfied,Yes,No,No
S03346,Other,23.0,Engineering,10.0,Offline,Yes,Neutral,Yes,Yes,
S03347,Other,22.0,Medicine,5.0,Hybrid,Yes,Very Dissatisfied,No,No,Yes
S03348,Other,23.0,Science,7.0,Online,Yes,Dissatisfied,No,No,Yes
S03349,Male,22.0,Engineering,2.0,Online,No,Neutral,No,Yes,Yes
S03350,Female,20.0,Commerce,0.0,Offline,Yes,Very Satisfied,No,No,No
S03351,Male,22.0,Arts,12.0,Hybrid,Yes,Neutral,No,Yes,Yes
S03352,Female,25.0,Engineering,5.0,Offline,Yes,Dissatisfied,Yes,No,No
S03353,,25.0,Science,1.0,Offline,Yes,Dissatisfied,No,Yes,No
S03354,Other,21.0,Science,11.0,Hybrid,Yes,Dissatisfied,No,Yes,Yes
S03355,,,Arts,8.0,Offline,Yes,Very Dissatisfied,No,No,Yes
S03356,Female,21.0,Arts,4.0,Hybrid,Yes,Very Satisfied,,No,Yes
S03357,Male,25.0,Engineering,4.0,Hybrid,Yes,Very Satisfied,No,No,Yes
S03358,Other,,,12.0,Offline,Yes,Satisfied,No,,No
S03359,Male,24.0,Law,9.0,Hybrid,Yes,Dissatisfied,Yes,Yes,Yes
S03360,Male,23.0,Science,7.0,Online,Yes,Very Dissatisfied,,Yes,Yes
S03361,Male,23.0,Arts,5.0,Online,Yes,Neutral,Yes,Yes,Yes
S03362,Other,23.0,Law,2.0,Online,Yes,Very Dissatisfied,Yes,Yes,Yes
S03363,Male,22.0,Law,,Online,Yes,Dissatisfied,Yes,Yes,Yes
S03364,Male,23.0,,9.0,Offline,Yes,Very Dissatisfied,No,,No
S03365,Male,,Commerce,3.0,Online,Yes,Dissatisfied,Yes,Yes,Yes
S03366,Male,,Arts,9.0,Online,Yes,Neutral,No,,Yes
S03367,Male,19.0,Science,3.0,Online,Yes,Neutral,Yes,Yes,No
S03368,Male,19.0,Arts,11.0,Online,Yes,Very Satisfied,,Yes,No
S03369,Other,,Engineering,12.0,Offline,Yes,Satisfied,No,Yes,Yes
S03370,Male,24.0,Science,1.0,Online,,Very Dissatisfied,No,Yes,No
S03371,Female,21.0,Arts,2.0,Hybrid,Yes,Satisfied,,Yes,No
S03372,Male,25.0,Science,3.0,Hybrid,Yes,Very Dissatisfied,Yes,No,No
S03373,Male,25.0,Engineering,6.0,,Yes,Very Satisfied,Yes,Yes,Yes
S03374,Other,20.0,Medicine,12.0,Offline,Yes,Very Satisfied,No,Yes,Yes
S03375,Other,18.0,Science,2.0,Offline,Yes,Neutral,Yes,Yes,No
S03376,Female,19.0,Medicine,7.0,Online,No,Neutral,No,Yes,Yes
S03377,,22.0,Law,7.0,Offline,Yes,,,No,Yes
S03378,Other,18.0,Commerce,9.0,Online,Yes,Very Dissatisfied,No,Yes,No
S03379,Other,19.0,Engineering,10.0,Offline,No,Satisfied,No,Yes,Yes
S03380,Male,20.0,Science,1.0,,Yes,Satisfied,No,Yes,Yes
S03381,Other,25.0,Engineering,3.0,Hybrid,Yes,Neutral,No,No,Yes
S03382,Female,21.0,Law,7.0,Online,Yes,Very Satisfied,Yes,,Yes
S03383,Male,22.0,Medicine,0.0,Offline,Yes,Satisfied,No,Yes,Yes
S03384,Female,20.0,Commerce,0.0,Hybrid,Yes,Very Satisfied,Yes,Yes,Yes
S03385,Male,25.0,,3.0,Online,No,Neutral,No,No,Yes
S03386,Other,24.0,Medicine,10.0,Hybrid,,Very Dissatisfied,Yes,Yes,Yes
S03387,Female,19.0,Law,,Offline,Yes,Dissatisfied,No,Yes,No
S03388,Male,22.0,Law,0.0,Online,Yes,Satisfied,No,No,
S03389,Male,18.0,Law,7.0,Hybrid,Yes,Neutral,Yes,Yes,No
S03390,Other,24.0,Medicine,1.0,Offline,Yes,Neutral,No,No,No
S03391,Other,25.0,Science,,Online,Yes,Satisfied,Yes,Yes,Yes
S03392,Other,24.0,Arts,2.0,Hybrid,Yes,Dissatisfied,,Yes,Yes
S03393,Female,23.0,Engineering,1.0,Hybrid,Yes,Very Dissatisfied,Yes,No,No
S03394,Male,,Arts,7.0,Online,Yes,Satisfied,Yes,Yes,No
S03395,Other,25.0,Law,2.0,Offline,Yes,Very Dissatisfied,No,,No
S03396,Female,24.0,Arts,8.0,Online,Yes,Neutral,No,No,Yes
S03397,,19.0,Medicine,,Hybrid,Yes,Satisfied,Yes,Yes,No
S03398,Female,21.0,Law,4.0,Hybrid,Yes,Very Dissatisfied,No,Yes,No
S03399,Other,22.0,Law,8.0,Hybrid,Yes,Very Satisfied,Yes,Yes,Yes
S03400,Other,23.0,Commerce,2.0,Offline,Yes,Very Satisfied,Yes,Yes,Yes
S03401,Male,25.0,Commerce,11.0,Hybrid,Yes,Very Satisfied,Yes,Yes,No
S03402,Male,20.0,Medicine,4.0,Hybrid,No,Very Dissatisfied,Yes,No,Yes
S03403,Other,21.0,Medicine,9.0,Online,Yes,Very Satisfied,No,Yes,Yes
S03404,Female,18.0,Arts,5.0,Hybrid,Yes,Neutral,No,No,Yes
S03405,Female,19.0,Engineering,8.0,Online,Yes,Very Dissatisfied,No,Yes,No
S03406,Female,25.0,Arts,7.0,Hybrid,Yes,Neutral,No,Yes,Yes
S03407,Male,18.0,Medicine,1.0,Online,Yes,Dissatisfied,Yes,No,No
S03408,Female,21.0,Engineering,1.0,Online,Yes,Very Dissatisfied,Yes,Yes,Yes
S03409,Male,25.0,Arts,12.0,Online,Yes,Very Satisfied,Yes,Yes,Yes
S03410,Male,23.0,Science,4.0,Online,Yes,Very Satisfied,No,No,Yes
S03411,Female,20.0,Science,4.0,Offline,Yes,Dissatisfied,Yes,Yes,No
S03412,Female,20.0,Engineering,4.0,Hybrid,Yes,Satisfied,Yes,No,Yes
S03413,Other,18.0,Commerce,3.0,Offline,Yes,Dissatisfied,Yes,Yes,
S03414,Other,22.0,Engineering,7.0,Hybrid,Yes,Very Satisfied,No,Yes,No
S03415,Female,22.0,Arts,10.0,Online,Yes,Very Satisfied,No,Yes,Yes
S03416,Male,23.0,Law,4.0,Hybrid,Yes,Satisfied,No,No,Yes
S03417,Male,20.0,Science,0.0,Online,Yes,Dissatisfied,No,No,
S03418,Male,18.0,Law,,Hybrid,Yes,Neutral,Yes,Yes,Yes
S03419,Male,18.0,Science,4.0,Online,Yes,Dissatisfied,No,Yes,No
S03420,Male,25.0,Arts,0.0,Hybrid,Yes,Neutral,Yes,Yes,No
S03421,Other,25.0,Science,3.0,Hybrid,Yes,Very Satisfied,No,Yes,No
S03422,Female,18.0,Engineering,0.0,Hybrid,Yes,Very Satisfied,Yes,Yes,No
S03423,Other,25.0,Law,5.0,Online,Yes,Dissatisfied,Yes,Yes,No
S03424,Male,21.0,Medicine,5.0,Hybrid,Yes,Very Satisfied,,Yes,Yes
S03425,Male,25.0,Law,,Online,Yes,Satisfied,No,Yes,Yes
S03426,Male,23.0,Arts,11.0,Offline,Yes,Very Dissatisfied,Yes,No,No
S03427,Male,22.0,Medicine,7.0,Hybrid,Yes,,Yes,Yes,Yes
S03428,,22.0,Law,3.0,Online,Yes,Very Satisfied,Yes,Yes,No
S03429,Male,21.0,Arts,1.0,Online,No,Neutral,No,Yes,
S03430,Female,19.0,Commerce,12.0,Online,,Dissatisfied,No,No,Yes
S03431,Male,21.0,Engineering,0.0,Offline,No,Satisfied,,No,Yes
S03432,Female,,Science,10.0,Online,Yes,Neutral,No,No,No
S03433,Other,18.0,Science,,Offline,Yes,Very Satisfied,Yes,Yes,Yes
S03434,Male,21.0,Science,6.0,Offline,Yes,Very Dissatisfied,No,No,No
S03435,Female,18.0,Commerce,9.0,Online,Yes,Satisfied,No,No,Yes
S03436,Other,23.0,Engineering,10.0,Hybrid,Yes,Dissatisfied,,Yes,No
S03437,,24.0,Law,9.0,Offline,Yes,Very Satisfied,Yes,No,Yes
S03438,Male,23.0,Law,7.0,Online,Yes,Satisfied,No,No,No
S03439,Male,20.0,Engineering,4.0,Offline,Yes,Very Satisfied,,Yes,Yes
S03440,Female,18.0,Medicine,6.0,Online,Yes,Dissatisfied,Yes,Yes,No
S03441,Female,22.0,Engineering,1.0,Online,Yes,Dissatisfied,Yes,Yes,Yes
S03442,Other,21.0,Science,11.0,Offline,Yes,Very Dissatisfied,No,Yes,No
S03443,Female,24.0,Law,11.0,Online,,Satisfied,No,Yes,No
S03444,Female,23.0,Engineering,3.0,Offline,Yes,Very Dissatisfied,No,No,Yes
S03445,Male,18.0,Law,5.0,Online,Yes,Very Dissatisfied,No,Yes,No
S03446,Male,24.0,Engineering,,Hybrid,Yes,Very Dissatisfied,No,,Yes
S03447,Male,19.0,Arts,11.0,Hybrid,Yes,Neutral,No,Yes,No
S03448,Male,20.0,Science,11.0,Offline,Yes,Dissatisfied,Yes,Yes,No
S03449,Male,19.0,Engineering,11.0,Offline,Yes,Very Dissatisfied,No,No,No
S03450,Male,23.0,Commerce,11.0,Offline,Yes,Neutral,Yes,Yes,No
S03451,Male,19.0,Engineering,11.0,Offline,Yes,Neutral,Yes,Yes,No
S03452,Other,19.0,Arts,4.0,Hybrid,Yes,Neutral,No,Yes,Yes
S03453,Other,20.0,Commerce,5.0,Offline,No,Very Dissatisfied,Yes,Yes,No
S03454,Other,20.0,Commerce,,,Yes,Neutral,Yes,No,Yes
S03455,Other,25.0,Engineering,1.0,Online,Yes,Very Dissatisfied,Yes,Yes,Yes
S03456,Male,20.0,Arts,6.0,Offline,Yes,Satisfied,Yes,Yes,Yes
S03457,Other,24.0,Commerce,7.0,Online,Yes,Dissatisfied,Yes,Yes,No
S03458,Male,25.0,Science,12.0,Offline,Yes,Very Satisfied,No,Yes,Yes
S03459,Other,20.0,Medicine,10.0,,Yes,Very Dissatisfied,No,Yes,Yes
S03460,Female,19.0,Science,8.0,Online,Yes,Dissatisfied,Yes,,No
S03461,Other,22.0,Law,5.0,Offline,Yes,Very Dissatisfied,Yes,Yes,No
S03462,Other,22.0,Law,6.0,Offline,Yes,Satisfied,No,Yes,No
S03463,Male,25.0,Arts,12.0,Hybrid,Yes,Dissatisfied,,Yes,No
S03464,Other,20.0,Commerce,11.0,Offline,Yes,Dissatisfied,No,,
S03465,Female,24.0,Science,12.0,Hybrid,Yes,Neutral,No,Yes,No
S03466,Male,21.0,Science,0.0,Offline,No,Very Dissatisfied,Yes,Yes,Yes
S03467,Male,18.0,Medicine,8.0,Online,Yes,Very Dissatisfied,Yes,Yes,Yes
S03468,Other,23.0,Arts,5.0,Hybrid,Yes,Very Satisfied,No,Yes,No
S03469,Male,24.0,,11.0,Online,Yes,Neutral,Yes,No,No
S03470,Male,21.0,Arts,3.0,Offline,Yes,Neutral,Yes,Yes,No
S03471,,23.0,Engineering,9.0,Offline,Yes,Very Satisfied,No,Yes,Yes
S03472,Male,21.0,Science,8.0,Offline,Yes,Neutral,No,Yes,No
S03473,,21.0,Arts,,Offline,,Neutral,Yes,,No
S03474,,25.0,Arts,0.0,Hybrid,No,Satisfied,,Yes,No
S03475,Female,22.0,Medicine,1.0,Hybrid,Yes,Dissatisfied,Yes,Yes,No
S03476,Other,18.0,Engineering,2.0,Offline,Yes,Very Satisfied,No,Yes,Yes
S03477,Female,21.0,Law,0.0,Online,Yes,Satisfied,Yes,No,Yes
S03478,Male,20.0,Science,1.0,Hybrid,Yes,Satisfied,No,No,No
S03479,Male,23.0,Medicine,1.0,Online,Yes,Satisfied,Yes,No,No
S03480,Other,24.0,Arts,6.0,Offline,Yes,Neutral,No,Yes,No
S03481,Female,22.0,Science,9.0,Hybrid,Yes,Very Satisfied,No,No,No
S03482,Other,23.0,,12.0,Hybrid,Yes,Neutral,Yes,No,Yes
S03483,Female,25.0,Arts,,Hybrid,Yes,Neutral,No,Yes,No
S03484,Male,20.0,Engineering,11.0,Online,Yes,Satisfied,Yes,No,No
S03485,Other,20.0,Science,8.0,Offline,Yes,Very Dissatisfied,No,No,No
S03486,Other,21.0,Medicine,,Offline,Yes,Very Satisfied,Yes,Yes,Yes
S03487,,,Engineering,8.0,Hybrid,Yes,Very Satisfied,No,No,Yes
S03488,Other,18.0,,12.0,Hybrid,Yes,Satisfied,No,Yes,No
S03489,Female,25.0,Law,11.0,Offline,Yes,Satisfied,Yes,Yes,No
S03490,Female,20.0,Science,9.0,Online,Yes,Dissatisfied,Yes,Yes,Yes
S03491,Female,21.0,Law,8.0,,Yes,Satisfied,Yes,Yes,No
S03492,Female,23.0,,1.0,Online,Yes,Neutral,No,No,No
S03493,Male,25.0,Medicine,11.0,Online,Yes,Satisfied,Yes,No,No
S03494,Other,20.0,Science,8.0,Offline,Yes,,No,,No
S03495,Female,22.0,Commerce,,Offline,Yes,Very Dissatisfied,Yes,No,Yes
S03496,Male,25.0,Law,10.0,Online,Yes,Very Dissatisfied,,No,
S03497,Other,25.0,Science,2.0,Online,Yes,Neutral,No,Yes,Yes
S03498,Other,24.0,Commerce,11.0,Offline,Yes,Very Dissatisfied,No,Yes,No
S03499,Male,22.0,Law,10.0,Hybrid,,Satisfied,Yes,No,Yes
S03500,Male,22.0,Arts,8.0,Online,Yes,Very Dissatisfied,Yes,No,Yes
S03501,Female,23.0,Arts,6.0,Hybrid,Yes,Satisfied,,No,Yes
S03502,Other,19.0,Engineering,10.0,Online,,Dissatisfied,No,Yes,Yes
S03503,Other,,Arts,7.0,Offline,Yes,Very Satisfied,Yes,,Yes
S03504,Male,22.0,Commerce,6.0,Hybrid,Yes,Neutral,No,No,Yes
S03505,Other,,Medicine,8.0,Offline,Yes,Dissatisfied,,Yes,Yes
S03506,Female,19.0,Arts,7.0,Online,Yes,Very Dissatisfied,Yes,No,No
S03507,Other,,Science,3.0,Offline,Yes,Neutral,No,Yes,No
S03508,Male,24.0,Science,1.0,Hybrid,Yes,Satisfied,Yes,Yes,Yes
S03509,Male,22.0,Science,12.0,Offline,Yes,,No,Yes,No
S03510,Female,21.0,Arts,10.0,Hybrid,Yes,Very Satisfied,Yes,Yes,Yes
S03511,Female,23.0,Arts,4.0,Offline,Yes,Very Satisfied,No,Yes,No
S03512,Other,24.0,Engineering,1.0,Offline,Yes,Dissatisfied,,No,Yes
S03513,Other,22.0,Medicine,3.0,Hybrid,Yes,Dissatisfied,No,Yes,Yes
S03514,Male,22.0,Medicine,11.0,Hybrid,Yes,Dissatisfied,No,Yes,Yes
S03515,Female,19.0,Law,1.0,,Yes,Very Dissatisfied,Yes,No,No
S03516,Female,24.0,Engineering,4.0,Online,Yes,Very Satisfied,No,Yes,No
S03517,Female,21.0,Commerce,5.0,Offline,Yes,Very Satisfied,Yes,,
S03518,Other,23.0,Science,10.0,Hybrid,Yes,Very Dissatisfied,No,Yes,No
S03519,Female,20.0,Arts,0.0,Online,Yes,Neutral,No,No,Yes
S03520,Male,18.0,Law,11.0,Online,Yes,Very Satisfied,Yes,Yes,
S03521,Male,21.0,Law,7.0,Hybrid,Yes,Neutral,,No,Yes
S03522,Other,20.0,Arts,1.0,Hybrid,Yes,Neutral,Yes,Yes,Yes
S03523,,21.0,Engineering,4.0,Hybrid,Yes,Neutral,Yes,No,No
S03524,Female,24.0,Law,10.0,Online,Yes,Very Satisfied,Yes,Yes,Yes
S03525,Other,20.0,Medicine,7.0,Online,Yes,Satisfied,Yes,No,Yes
S03526,Male,24.0,Engineering,4.0,Offline,Yes,Neutral,Yes,Yes,Yes
S03527,Female,20.0,Arts,2.0,Online,Yes,Satisfied,No,No,Yes
S03528,Male,21.0,Engineering,5.0,Hybrid,Yes,Very Dissatisfied,No,No,No
S03529,Female,19.0,Medicine,0.0,Offline,Yes,Satisfied,No,No,Yes
S03530,Other,21.0,Science,0.0,Offline,Yes,Satisfied,Yes,Yes,No
S03531,Female,24.0,Arts,7.0,Offline,Yes,Dissatisfied,Yes,Yes,No
S03532,Female,21.0,Medicine,,Offline,Yes,,No,Yes,Yes
S03533,,25.0,Arts,9.0,Hybrid,No,Very Satisfied,Yes,Yes,Yes
S03534,Male,25.0,Medicine,9.0,,Yes,Dissatisfied,Yes,No,
S03535,Female,20.0,Medicine,10.0,Hybrid,Yes,,No,Yes,
S03536,Other,25.0,,10.0,Online,Yes,Very Dissatisfied,Yes,Yes,Yes
S03537,Other,18.0,Law,2.0,Hybrid,Yes,Very Satisfied,Yes,,No
S03538,Male,20.0,Law,7.0,Offline,Yes,Very Dissatisfied,No,No,Yes
S03539,Other,25.0,Science,10.0,Online,Yes,Satisfied,Yes,No,Yes
S03540,Male,,Science,7.0,Online,,Very Dissatisfied,Yes,Yes,No
S03541,Other,21.0,Medicine,0.0,Online,Yes,Dissatisfied,Yes,No,Yes
S03542,Female,23.0,Commerce,9.0,,,Very Dissatisfied,No,No,Yes
S03543,Male,,Arts,6.0,Hybrid,Yes,Dissatisfied,Yes,No,Yes
S03544,Male,25.0,Law,1.0,Hybrid,Yes,Neutral,No,Yes,No
S03545,Female,19.0,Arts,11.0,Offline,Yes,Very Satisfied,Yes,No,No
S03546,Male,24.0,Medicine,1.0,Offline,Yes,Very Dissatisfied,,Yes,
S03547,Other,23.0,Engineering,1.0,Online,Yes,,No,No,No
S03548,Other,20.0,Medicine,12.0,Hybrid,Yes,Satisfied,No,Yes,No
S03549,,19.0,Science,4.0,Offline,Yes,Satisfied,Yes,No,Yes
S03550,Other,21.0,Commerce,6.0,Offline,Yes,Dissatisfied,No,No,No
S03551,Male,25.0,Engineering,3.0,Hybrid,Yes,Very Satisfied,No,Yes,Yes
S03552,Female,20.0,Arts,,Online,,Neutral,No,No,No
S03553,Male,,Science,,Online,Yes,Neutral,Yes,Yes,
S03554,Female,22.0,Law,3.0,Online,Yes,Very Satisfied,Yes,Yes,No
S03555,Other,22.0,Engineering,8.0,Hybrid,Yes,Very Dissatisfied,Yes,Yes,No
S03556,Female,25.0,Science,,Offline,Yes,Dissatisfied,Yes,Yes,Yes
S03557,Other,25.0,Arts,8.0,Offline,Yes,Neutral,No,Yes,Yes
S03558,Male,18.0,Medicine,6.0,,Yes,Very Satisfied,No,No,No
S03559,Other,22.0,Arts,9.0,,Yes,Neutral,Yes,No,Yes
S03560,Male,,Engineering,3.0,Hybrid,Yes,Neutral,No,Yes,Yes
S03561,Male,23.0,Engineering,7.0,Online,Yes,Very Dissatisfied,No,Yes,Yes
S03562,Female,20.0,Medicine,9.0,Online,Yes,Neutral,No,Yes,Yes
S03563,Female,22.0,Engineering,2.0,Online,Yes,Dissatisfied,No,,Yes
S03564,Female,25.0,Commerce,2.0,Online,Yes,Very Satisfied,Yes,No,No
S03565,Female,,Law,11.0,Offline,Yes,Very Dissatisfied,No,Yes,No
S03566,Other,25.0,Science,6.0,Offline,Yes,Very Dissatisfied,No,No,No
S03567,Other,25.0,Medicine,12.0,Hybrid,Yes,Very Satisfied,No,Yes,Yes
S03568,Other,25.0,Arts,10.0,Online,Yes,Dissatisfied,No,Yes,No
S03569,Male,21.0,Arts,11.0,Offline,Yes,Neutral,Yes,Yes,Yes
S03570,Other,23.0,Law,8.0,Offline,Yes,Neutral,Yes,Yes,No
S03571,Other,22.0,Engineering,12.0,Offline,Yes,Dissatisfied,Yes,Yes,Yes
S03572,Other,20.0,Engineering,,Online,Yes,Satisfied,Yes,No,No
S03573,Female,21.0,Arts,3.0,Offline,Yes,Very Satisfied,Yes,Yes,No
S03574,Other,25.0,,3.0,Online,Yes,Dissatisfied,No,Yes,No
S03575,Male,24.0,Arts,0.0,Online,Yes,Neutral,No,Yes,Yes
S03576,Female,20.0,Engineering,0.0,,Yes,Very Satisfied,No,No,Yes
S03577,Male,21.0,,12.0,Hybrid,Yes,Very Satisfied,Yes,Yes,No
S03578,Other,24.0,Science,2.0,Online,Yes,Neutral,Yes,No,Yes
S03579,Female,24.0,Engineering,,Online,Yes,,No,Yes,No
S03580,Male,23.0,Medicine,12.0,Online,Yes,Satisfied,Yes,Yes,No
S03581,,20.0,Science,6.0,Offline,Yes,Very Satisfied,No,Yes,No
S03582,Male,22.0,Commerce,12.0,Offline,Yes,Very Satisfied,No,No,No
S03583,Male,22.0,Law,8.0,Offline,Yes,Very Satisfied,Yes,Yes,No
S03584,Male,18.0,Medicine,3.0,Hybrid,Yes,Dissatisfied,No,Yes,No
S03585,Other,21.0,Commerce,1.0,Online,Yes,Very Satisfied,No,Yes,Yes
S03586,Other,18.0,Engineering,5.0,Offline,Yes,Neutral,No,Yes,Yes
S03587,Male,19.0,,5.0,Offline,Yes,Neutral,Yes,No,No
S03588,Female,22.0,Medicine,8.0,Hybrid,Yes,Very Dissatisfied,Yes,Yes,Yes
S03589,Female,21.0,Engineering,3.0,Hybrid,Yes,Very Satisfied,Yes,,Yes
S03590,Other,23.0,Law,7.0,Online,Yes,Satisfied,No,No,No
S03591,Other,18.0,Law,12.0,Online,Yes,Very Dissatisfied,Yes,Yes,No
S03592,Other,23.0,Engineering,12.0,Offline,Yes,Very Satisfied,No,No,No
S03593,Other,23.0,Engineering,2.0,Offline,,Very Satisfied,No,No,Yes
S03594,Other,25.0,Medicine,1.0,Offline,Yes,Dissatisfied,Yes,Yes,No
S03595,Female,25.0,Law,8.0,Offline,Yes,Dissatisfied,Yes,No,Yes
S03596,Other,23.0,Medicine,5.0,Offline,Yes,Neutral,,Yes,No
S03597,Male,18.0,Law,10.0,Hybrid,Yes,Very Dissatisfied,Yes,Yes,Yes
S03598,Male,25.0,Medicine,7.0,Online,Yes,Very Dissatisfied,Yes,Yes,No
S03599,Female,19.0,Engineering,,Hybrid,Yes,Very Dissatisfied,No,No,Yes
S03600,Male,24.0,Engineering,9.0,Online,Yes,Neutral,Yes,Yes,Yes
S03601,Female,24.0,Arts,8.0,Online,Yes,,No,Yes,Yes
S03602,,25.0,Medicine,0.0,Online,Yes,Satisfied,Yes,Yes,Yes
S03603,Male,18.0,Arts,12.0,Hybrid,Yes,Satisfied,Yes,No,Yes
